well_no,date,year,month,season,is_monsoon,water_level_mean,water_level_min,water_level_max,water_level_std,water_level_lag1,water_level_lag2,water_level_lag3,water_level_rolling_3m,water_level_rolling_6m,water_level_change,rainfall_total,rainfall_mean,rainfall_max,rainy_days,rainfall_lag1,rainfall_rolling_3m,quality_TDS (mg/L),quality_NO2+NO3 (mg/L),quality_Ca (mg/L),quality_Mg (mg/L),quality_Na (mg/L),quality_K (mg/L),quality_Cl (mg/L),quality_SO4 (mg/L),quality_CO3 (mg/L),quality_HCO3 (mg/L),quality_F (mg/L),quality_pH_GEN,quality_EC_GEN (µS/cm),quality_HAR_Total (mg/L),quality_SAR,quality_Na%,year_month,measurement_count,well_type,year_qual,month_qual,year_rain,month_rain
63535,2019-11-01,2019,11,Fall,0,3.82,3.82,3.82,2.248599564173221,5.29,5.37,5.11,4.826666666666667,4.920000000000001,-1.4700000000000002,721.75,8.491176470588234,37.0,85.0,1370.7,868.0166666666668,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2019-11,1,OB,2017.0,1.0,2019.0,11.0
63535,2019-12-01,2019,12,Winter,0,3.79,3.79,3.79,2.248599564173221,3.82,5.29,5.37,4.3,4.74,-0.029999999999999805,753.3,10.917391304347825,38.8,69.0,721.75,948.5833333333334,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2019-12,1,OB,2017.0,1.0,2019.0,12.0
63535,2023-01-01,2023,1,Winter,0,2.57,2.57,2.57,2.248599564173221,3.79,3.82,5.29,3.393333333333333,4.325,-1.2200000000000002,1.0,1.0,1.0,1.0,753.3,492.01666666666665,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2023-01,1,OB,2017.0,1.0,2023.0,1.0
63535,2023-02-01,2023,2,Winter,0,3.4,3.4,3.4,2.248599564173221,2.57,3.79,3.82,3.2533333333333334,4.04,0.8300000000000001,155.1,8.616666666666667,18.0,18.0,1.0,303.1333333333333,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2023-02,1,OB,2017.0,1.0,2023.0,2.0
63535,2023-03-01,2023,3,Spring,0,2.3,2.3,2.3,2.248599564173221,3.4,2.57,3.79,2.7566666666666664,3.528333333333333,-1.1,546.8000000000001,21.872000000000003,76.0,25.0,155.1,234.30000000000004,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2023-03,1,OB,2017.0,1.0,2023.0,3.0
63535,2023-04-01,2023,4,Spring,0,4.1,4.1,4.1,2.248599564173221,2.3,3.4,2.57,3.266666666666666,3.3299999999999996,1.7999999999999998,470.8,10.234782608695653,56.2,46.0,546.8000000000001,390.90000000000003,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2023-04,1,OB,2017.0,1.0,2023.0,4.0
63535,2023-06-01,2023,6,Summer,1,4.1,4.1,4.1,2.248599564173221,4.1,2.3,3.4,3.4999999999999996,3.3766666666666665,0.0,294.6,9.82,42.0,30.0,470.8,437.40000000000003,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2023-06,1,OB,2017.0,1.0,2023.0,6.0
63535,2023-07-01,2023,7,Summer,1,5.92,5.92,5.92,2.248599564173221,4.1,4.1,2.3,4.706666666666666,3.731666666666667,1.8200000000000003,258.1,4.096825396825397,15.0,63.0,294.6,341.1666666666667,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2023-07,1,OB,2017.0,1.0,2023.0,7.0
63535,2023-08-01,2023,8,Summer,1,4.86,4.86,4.86,2.248599564173221,5.92,4.1,4.1,4.96,4.113333333333333,-1.0599999999999996,413.8,9.404545454545454,64.0,44.0,258.1,322.1666666666667,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2023-08,1,OB,2017.0,1.0,2023.0,8.0
63535,2023-09-01,2023,9,Fall,1,6.2,6.2,6.2,2.248599564173221,4.86,5.92,4.1,5.66,4.58,1.3399999999999999,523.9,8.315873015873015,58.0,63.0,413.8,398.6000000000001,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2023-09,1,OB,2017.0,1.0,2023.0,9.0
63535,2023-10-01,2023,10,Fall,0,6.3,6.3,6.3,2.248599564173221,6.2,4.86,5.92,5.786666666666666,5.246666666666667,0.09999999999999964,2258.4,17.506976744186048,113.0,129.0,523.9,1065.3666666666668,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2023-10,1,OB,2017.0,1.0,2023.0,10.0
63535,2023-11-01,2023,11,Fall,0,5.88,5.88,5.88,2.248599564173221,6.3,6.2,4.86,6.126666666666668,5.543333333333334,-0.41999999999999993,3490.4,14.916239316239317,167.0,234.0,2258.4,2090.9,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2023-11,1,OB,2017.0,1.0,2023.0,11.0
63535,2023-12-01,2023,12,Winter,0,5.16,5.16,5.16,2.248599564173221,5.88,6.3,6.2,5.78,5.72,-0.7199999999999998,858.2,12.26,75.0,70.0,3490.4,2202.3333333333335,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2023-12,1,OB,2017.0,1.0,2023.0,12.0
63536,2017-01-01,2017,1,Winter,0,21.7,21.7,21.7,2.248599564173221,21.7,21.7,21.7,21.7,21.7,0.3000000000000007,46.5,6.642857142857143,13.0,7.0,46.5,46.5,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2017-01,1,OB,2017.0,1.0,2017.0,1.0
63536,2017-02-01,2017,2,Winter,0,22.0,22.0,22.0,2.248599564173221,21.7,21.7,21.7,21.85,21.85,0.3000000000000007,46.5,6.642857142857143,13.0,7.0,46.5,46.5,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2017-02,1,OB,2017.0,1.0,2017.0,1.0
63536,2017-03-01,2017,3,Spring,0,22.65,22.65,22.65,2.248599564173221,22.0,21.7,21.7,22.116666666666664,22.116666666666664,0.6499999999999986,164.4,10.96,47.0,15.0,46.5,105.45,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2017-03,1,OB,2017.0,1.0,2017.0,3.0
63536,2017-04-01,2017,4,Spring,0,22.8,22.8,22.8,2.248599564173221,22.65,22.0,21.7,22.48333333333333,22.2875,0.15000000000000213,234.2,10.645454545454545,26.0,22.0,164.4,199.3,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2017-04,1,OB,2017.0,1.0,2017.0,4.0
63536,2017-05-01,2017,5,Spring,0,23.15,23.15,23.15,2.248599564173221,22.8,22.65,22.0,22.866666666666664,22.46,0.34999999999999787,408.8,9.506976744186046,32.0,43.0,234.2,269.1333333333333,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2017-05,1,OB,2017.0,1.0,2017.0,5.0
63536,2017-06-01,2017,6,Summer,1,23.9,23.9,23.9,2.248599564173221,23.15,22.8,22.65,23.28333333333333,22.7,0.75,105.6,11.733333333333333,35.0,9.0,408.8,249.53333333333333,1170.0,219.0,22.4,132.192,184.0,14.0,277.0,100.0,6.0,402.6,1.55,8.5,2000.0,600.0,3.268029,39.31546,2017-06,1,OB,2017.0,1.0,2017.0,6.0
63536,2017-07-01,2017,7,Summer,1,24.6,24.6,24.6,2.248599564173221,23.9,23.15,22.8,23.883333333333336,23.183333333333334,0.7000000000000028,56.6,8.085714285714285,30.0,7.0,105.6,190.33333333333334,1096.0,17.0,60.0,85.05,143.0,17.0,199.0,89.0,0.0,854.0,1.85,7.7,1670.0,500.0,2.782728,37.36314,2017-07,1,OB,2017.0,7.0,2017.0,7.0
63536,2017-08-01,2017,8,Summer,1,24.85,24.85,24.85,2.248599564173221,24.6,23.9,23.15,24.45,23.65833333333333,0.25,514.1,11.17608695652174,80.0,46.0,56.6,225.43333333333337,1096.0,17.0,60.0,85.05,143.0,17.0,199.0,89.0,0.0,854.0,1.85,7.7,1670.0,500.0,2.782728,37.36314,2017-08,1,OB,2017.0,7.0,2017.0,8.0
63536,2017-09-01,2017,9,Fall,1,7.45,7.45,7.45,2.248599564173221,24.85,24.6,23.9,18.96666666666667,21.125,-17.400000000000002,1495.9,27.19818181818182,118.0,55.0,514.1,688.8666666666668,1096.0,17.0,60.0,85.05,143.0,17.0,199.0,89.0,0.0,854.0,1.85,7.7,1670.0,500.0,2.782728,37.36314,2017-09,1,OB,2017.0,7.0,2017.0,9.0
63536,2017-10-01,2017,10,Fall,0,7.3,7.3,7.3,2.248599564173221,7.45,24.85,24.6,13.200000000000001,18.541666666666668,-0.15000000000000036,836.2,16.39607843137255,70.0,51.0,1495.9,948.7333333333335,1096.0,17.0,60.0,85.05,143.0,17.0,199.0,89.0,0.0,854.0,1.85,7.7,1670.0,500.0,2.782728,37.36314,2017-10,1,OB,2017.0,7.0,2017.0,10.0
63536,2017-11-01,2017,11,Fall,0,7.25,7.25,7.25,2.248599564173221,7.3,7.45,24.85,7.333333333333333,15.891666666666666,-0.04999999999999982,521.2,9.143859649122808,68.0,57.0,836.2,951.1,1096.0,17.0,60.0,85.05,143.0,17.0,199.0,89.0,0.0,854.0,1.85,7.7,1670.0,500.0,2.782728,37.36314,2017-11,1,OB,2017.0,7.0,2017.0,11.0
63536,2017-12-01,2017,12,Winter,0,7.2,7.2,7.2,2.248599564173221,7.25,7.3,7.45,7.25,13.108333333333333,-0.04999999999999982,401.8,18.263636363636365,56.0,22.0,521.2,586.4,1096.0,17.0,60.0,85.05,143.0,17.0,199.0,89.0,0.0,854.0,1.85,7.7,1670.0,500.0,2.782728,37.36314,2017-12,1,OB,2017.0,7.0,2017.0,12.0
63536,2018-01-01,2018,1,Winter,0,10.9,10.9,10.9,2.248599564173221,7.2,7.25,7.3,8.450000000000001,10.825000000000001,3.7,7.6,2.533333333333333,3.0,3.0,401.8,310.2,634.0,6.0,38.0,51.03,124.0,24.0,99.0,57.0,0.0,427.0,1.84,8.1,1150.0,305.0,3.089553,44.56471,2018-01,1,OB,2018.0,1.0,2018.0,1.0
63536,2018-02-01,2018,2,Winter,0,11.25,11.25,11.25,2.248599564173221,10.9,7.2,7.25,9.783333333333333,8.558333333333334,0.34999999999999964,113.2,16.17142857142857,62.0,7.0,7.6,174.20000000000002,634.0,6.0,38.0,51.03,124.0,24.0,99.0,57.0,0.0,427.0,1.84,8.1,1150.0,305.0,3.089553,44.56471,2018-02,1,OB,2018.0,1.0,2018.0,2.0
63536,2018-03-01,2018,3,Spring,0,11.3,11.3,11.3,2.248599564173221,11.25,10.9,7.2,11.15,9.200000000000001,0.05000000000000071,180.3,10.605882352941178,48.0,17.0,113.2,100.36666666666667,634.0,6.0,38.0,51.03,124.0,24.0,99.0,57.0,0.0,427.0,1.84,8.1,1150.0,305.0,3.089553,44.56471,2018-03,1,OB,2018.0,1.0,2018.0,3.0
63536,2018-04-01,2018,4,Spring,0,12.05,12.05,12.05,2.248599564173221,11.3,11.25,10.9,11.533333333333333,9.991666666666667,0.75,20.0,6.666666666666667,13.0,3.0,180.3,104.5,634.0,6.0,38.0,51.03,124.0,24.0,99.0,57.0,0.0,427.0,1.84,8.1,1150.0,305.0,3.089553,44.56471,2018-04,1,OB,2018.0,1.0,2018.0,4.0
63536,2018-05-01,2018,5,Spring,0,13.6,13.6,13.6,2.248599564173221,12.05,11.3,11.25,12.316666666666668,11.049999999999999,1.549999999999999,1604.22,17.24967741935484,138.0,93.0,20.0,601.5066666666667,634.0,6.0,38.0,51.03,124.0,24.0,99.0,57.0,0.0,427.0,1.84,8.1,1150.0,305.0,3.089553,44.56471,2018-05,1,OB,2018.0,1.0,2018.0,5.0
63536,2018-06-01,2018,6,Summer,1,12.45,12.45,12.45,2.248599564173221,13.6,12.05,11.3,12.700000000000001,11.924999999999999,-1.1500000000000004,66.6,4.4399999999999995,13.0,15.0,1604.22,563.6066666666667,634.0,6.0,38.0,51.03,124.0,24.0,99.0,57.0,0.0,427.0,1.84,8.1,1150.0,305.0,3.089553,44.56471,2018-06,1,OB,2018.0,1.0,2018.0,6.0
63536,2018-07-01,2018,7,Summer,1,11.3,11.3,11.3,2.248599564173221,12.45,13.6,12.05,12.450000000000001,11.991666666666667,-1.1499999999999986,80.1,3.0807692307692305,12.0,26.0,66.6,583.64,861.0,17.0,32.0,70.47,175.0,17.0,184.0,79.0,12.0,433.1,1.97,8.4,1520.0,370.0,3.958458,49.29253,2018-07,1,OB,2018.0,7.0,2018.0,7.0
63536,2018-08-01,2018,8,Summer,1,12.1,12.1,12.1,2.248599564173221,11.3,12.45,13.6,11.949999999999998,12.133333333333333,0.7999999999999989,191.2,6.828571428571428,20.0,28.0,80.1,112.63333333333333,861.0,17.0,32.0,70.47,175.0,17.0,184.0,79.0,12.0,433.1,1.97,8.4,1520.0,370.0,3.958458,49.29253,2018-08,1,OB,2018.0,7.0,2018.0,8.0
63536,2018-09-01,2018,9,Fall,1,12.94,12.94,12.94,2.248599564173221,12.1,11.3,12.45,12.113333333333335,12.406666666666666,0.8399999999999999,806.1,14.927777777777779,106.0,54.0,191.2,359.1333333333334,861.0,17.0,32.0,70.47,175.0,17.0,184.0,79.0,12.0,433.1,1.97,8.4,1520.0,370.0,3.958458,49.29253,2018-09,1,OB,2018.0,7.0,2018.0,9.0
63536,2018-10-01,2018,10,Fall,0,12.06,12.06,12.06,2.248599564173221,12.94,12.1,11.3,12.366666666666665,12.408333333333333,-0.879999999999999,1410.0,16.3953488372093,114.0,86.0,806.1,802.4333333333334,861.0,17.0,32.0,70.47,175.0,17.0,184.0,79.0,12.0,433.1,1.97,8.4,1520.0,370.0,3.958458,49.29253,2018-10,1,OB,2018.0,7.0,2018.0,10.0
63536,2018-11-01,2018,11,Fall,0,8.1,8.1,8.1,2.248599564173221,12.06,12.94,12.1,11.033333333333333,11.491666666666667,-3.960000000000001,953.2,11.767901234567901,68.0,81.0,1410.0,1056.4333333333334,861.0,17.0,32.0,70.47,175.0,17.0,184.0,79.0,12.0,433.1,1.97,8.4,1520.0,370.0,3.958458,49.29253,2018-11,1,OB,2018.0,7.0,2018.0,11.0
63536,2018-12-01,2018,12,Winter,0,8.24,8.24,8.24,2.248599564173221,8.1,12.06,12.94,9.466666666666667,10.790000000000001,0.14000000000000057,85.8,6.128571428571428,18.0,14.0,953.2,816.3333333333334,861.0,17.0,32.0,70.47,175.0,17.0,184.0,79.0,12.0,433.1,1.97,8.4,1520.0,370.0,3.958458,49.29253,2018-12,1,OB,2018.0,7.0,2018.0,12.0
63536,2019-01-01,2019,1,Winter,0,11.18,11.18,11.18,2.248599564173221,8.24,8.1,12.06,9.173333333333334,10.770000000000001,2.9399999999999995,17.0,8.5,11.0,2.0,85.8,352.0,679.0,63.0,16.0,75.33,101.0,34.0,128.0,82.0,6.0,347.7,2.1,8.4,1210.0,350.0,2.348761,35.83385,2019-01,1,OB,2019.0,1.0,2019.0,1.0
63536,2019-02-01,2019,2,Winter,0,11.84,11.84,11.84,2.248599564173221,11.18,8.24,8.1,10.42,10.726666666666667,0.6600000000000001,17.0,8.5,11.0,2.0,17.0,51.39999999999998,679.0,63.0,16.0,75.33,101.0,34.0,128.0,82.0,6.0,347.7,2.1,8.4,1210.0,350.0,2.348761,35.83385,2019-02,1,OB,2019.0,1.0,2019.0,1.0
63536,2019-03-01,2019,3,Spring,0,12.44,12.44,12.44,2.248599564173221,11.84,11.18,8.24,11.82,10.643333333333333,0.5999999999999996,2.0,2.0,2.0,1.0,17.0,9.5,679.0,63.0,16.0,75.33,101.0,34.0,128.0,82.0,6.0,347.7,2.1,8.4,1210.0,350.0,2.348761,35.83385,2019-03,1,OB,2019.0,1.0,2019.0,3.0
63536,2019-04-01,2019,4,Spring,0,13.09,13.09,13.09,2.248599564173221,12.44,11.84,11.18,12.456666666666665,10.815,0.6500000000000004,2.0,2.0,2.0,1.0,2.0,2.0,679.0,63.0,16.0,75.33,101.0,34.0,128.0,82.0,6.0,347.7,2.1,8.4,1210.0,350.0,2.348761,35.83385,2019-04,1,OB,2019.0,1.0,2019.0,3.0
63536,2019-05-01,2019,5,Spring,0,15.44,15.44,15.44,2.248599564173221,13.09,12.44,11.84,13.656666666666666,12.038333333333334,2.3499999999999996,2.0,2.0,2.0,1.0,2.0,2.0,679.0,63.0,16.0,75.33,101.0,34.0,128.0,82.0,6.0,347.7,2.1,8.4,1210.0,350.0,2.348761,35.83385,2019-05,1,OB,2019.0,1.0,2019.0,3.0
63536,2019-06-01,2019,6,Summer,1,16.34,16.34,16.34,2.248599564173221,15.44,13.09,12.44,14.956666666666669,13.388333333333334,0.9000000000000004,2.0,2.0,2.0,1.0,2.0,2.0,679.0,63.0,16.0,75.33,101.0,34.0,128.0,82.0,6.0,347.7,2.1,8.4,1210.0,350.0,2.348761,35.83385,2019-06,1,OB,2019.0,1.0,2019.0,3.0
63536,2019-07-01,2019,7,Summer,1,11.48,11.48,11.48,2.248599564173221,16.34,15.44,13.09,14.42,13.438333333333334,-4.859999999999999,47.6,4.76,18.0,10.0,2.0,47.6,851.0,54.0,40.0,111.78,97.0,18.0,156.0,99.0,12.0,524.6,2.5,8.5,1560.0,560.0,1.783417,26.57978,2019-07,1,OB,2019.0,7.0,2019.0,7.0
63536,2019-08-01,2019,8,Summer,1,12.59,12.59,12.59,2.248599564173221,11.48,16.34,15.44,13.469999999999999,13.563333333333333,1.1099999999999994,724.9,12.717543859649123,130.0,57.0,47.6,386.25,851.0,54.0,40.0,111.78,97.0,18.0,156.0,99.0,12.0,524.6,2.5,8.5,1560.0,560.0,1.783417,26.57978,2019-08,1,OB,2019.0,7.0,2019.0,8.0
63536,2019-09-01,2019,9,Fall,1,9.97,9.97,9.97,2.248599564173221,12.59,11.48,16.34,11.346666666666666,13.151666666666669,-2.619999999999999,511.6,7.99375,36.0,64.0,724.9,428.0333333333333,851.0,54.0,40.0,111.78,97.0,18.0,156.0,99.0,12.0,524.6,2.5,8.5,1560.0,560.0,1.783417,26.57978,2019-09,1,OB,2019.0,7.0,2019.0,9.0
63536,2019-10-01,2019,10,Fall,0,9.65,9.65,9.65,2.248599564173221,9.97,12.59,11.48,10.736666666666666,12.578333333333333,-0.3200000000000003,1370.7,12.238392857142857,52.0,112.0,511.6,869.0666666666667,851.0,54.0,40.0,111.78,97.0,18.0,156.0,99.0,12.0,524.6,2.5,8.5,1560.0,560.0,1.783417,26.57978,2019-10,1,OB,2019.0,7.0,2019.0,10.0
63536,2019-11-01,2019,11,Fall,0,6.14,6.14,6.14,2.248599564173221,9.65,9.97,12.59,8.586666666666668,11.028333333333334,-3.5100000000000007,721.75,8.491176470588234,37.0,85.0,1370.7,868.0166666666668,851.0,54.0,40.0,111.78,97.0,18.0,156.0,99.0,12.0,524.6,2.5,8.5,1560.0,560.0,1.783417,26.57978,2019-11,1,OB,2019.0,7.0,2019.0,11.0
63536,2019-12-01,2019,12,Winter,0,7.34,7.34,7.34,2.248599564173221,6.14,9.65,9.97,7.71,9.528333333333334,1.2000000000000002,753.3,10.917391304347825,38.8,69.0,721.75,948.5833333333334,851.0,54.0,40.0,111.78,97.0,18.0,156.0,99.0,12.0,524.6,2.5,8.5,1560.0,560.0,1.783417,26.57978,2019-12,1,OB,2019.0,7.0,2019.0,12.0
63536,2023-01-01,2023,1,Winter,0,6.34,6.34,6.34,2.248599564173221,7.34,6.14,9.65,6.6066666666666665,8.671666666666665,-1.0,1.0,1.0,1.0,1.0,753.3,492.01666666666665,897.0,107.0,24.0,78.0,131.0,70.0,220.0,84.0,12.0,342.0,0.64,8.5,1510.0,380.0,2.924038303,49.64352266,2023-01,1,OB,2023.0,1.0,2023.0,1.0
63536,2023-02-01,2023,2,Winter,0,5.17,5.17,5.17,2.248599564173221,6.34,7.34,6.14,6.283333333333332,7.435,-1.17,155.1,8.616666666666667,18.0,18.0,1.0,303.1333333333333,897.0,107.0,24.0,78.0,131.0,70.0,220.0,84.0,12.0,342.0,0.64,8.5,1510.0,380.0,2.924038303,49.64352266,2023-02,1,OB,2023.0,1.0,2023.0,2.0
63536,2023-03-01,2023,3,Spring,0,6.32,6.32,6.32,2.248599564173221,5.17,6.34,7.34,5.9433333333333325,6.826666666666667,1.1500000000000004,546.8000000000001,21.872000000000003,76.0,25.0,155.1,234.30000000000004,897.0,107.0,24.0,78.0,131.0,70.0,220.0,84.0,12.0,342.0,0.64,8.5,1510.0,380.0,2.924038303,49.64352266,2023-03,1,OB,2023.0,1.0,2023.0,3.0
63536,2023-04-01,2023,4,Spring,0,6.2,6.2,6.2,2.248599564173221,6.32,5.17,6.34,5.896666666666666,6.251666666666666,-0.1200000000000001,470.8,10.234782608695653,56.2,46.0,546.8000000000001,390.90000000000003,897.0,107.0,24.0,78.0,131.0,70.0,220.0,84.0,12.0,342.0,0.64,8.5,1510.0,380.0,2.924038303,49.64352266,2023-04,1,OB,2023.0,1.0,2023.0,4.0
63536,2023-05-01,2023,5,Spring,0,6.52,6.52,6.52,2.248599564173221,6.2,6.32,5.17,6.346666666666667,6.315,0.3199999999999994,2103.2,13.48205128205128,100.4,156.0,470.8,1040.2666666666667,897.0,107.0,24.0,78.0,131.0,70.0,220.0,84.0,12.0,342.0,0.64,8.5,1510.0,380.0,2.924038303,49.64352266,2023-05,1,OB,2023.0,1.0,2023.0,5.0
63536,2023-06-01,2023,6,Summer,1,6.52,6.52,6.52,2.248599564173221,6.52,6.2,6.32,6.413333333333334,6.178333333333334,0.0,294.6,9.82,42.0,30.0,2103.2,956.1999999999998,897.0,107.0,24.0,78.0,131.0,70.0,220.0,84.0,12.0,342.0,0.64,8.5,1510.0,380.0,2.924038303,49.64352266,2023-06,1,OB,2023.0,1.0,2023.0,6.0
63536,2023-07-01,2023,7,Summer,1,9.2,9.2,9.2,2.248599564173221,6.52,6.52,6.2,7.413333333333333,6.655,2.6799999999999997,258.1,4.096825396825397,15.0,63.0,294.6,885.2999999999998,980.0,192.0,24.0,73.0,193.0,27.0,227.0,101.0,12.0,262.0,2.04,8.3,1630.0,360.0,4.427188724,55.83517551,2023-07,1,OB,2023.0,7.0,2023.0,7.0
63536,2023-08-01,2023,8,Summer,1,9.96,9.96,9.96,2.248599564173221,9.2,6.52,6.52,8.56,7.453333333333333,0.7600000000000016,413.8,9.404545454545454,64.0,44.0,258.1,322.1666666666667,980.0,192.0,24.0,73.0,193.0,27.0,227.0,101.0,12.0,262.0,2.04,8.3,1630.0,360.0,4.427188724,55.83517551,2023-08,1,OB,2023.0,7.0,2023.0,8.0
63536,2023-09-01,2023,9,Fall,1,9.72,9.72,9.72,2.248599564173221,9.96,9.2,6.52,9.626666666666667,8.02,-0.2400000000000002,523.9,8.315873015873015,58.0,63.0,413.8,398.6000000000001,980.0,192.0,24.0,73.0,193.0,27.0,227.0,101.0,12.0,262.0,2.04,8.3,1630.0,360.0,4.427188724,55.83517551,2023-09,1,OB,2023.0,7.0,2023.0,9.0
63536,2023-10-01,2023,10,Fall,0,8.7,8.7,8.7,2.248599564173221,9.72,9.96,9.2,9.46,8.436666666666667,-1.0200000000000014,2258.4,17.506976744186048,113.0,129.0,523.9,1065.3666666666668,980.0,192.0,24.0,73.0,193.0,27.0,227.0,101.0,12.0,262.0,2.04,8.3,1630.0,360.0,4.427188724,55.83517551,2023-10,1,OB,2023.0,7.0,2023.0,10.0
63536,2023-11-01,2023,11,Fall,0,8.9,8.9,8.9,2.248599564173221,8.7,9.72,9.96,9.106666666666667,8.833333333333334,0.20000000000000107,3490.4,14.916239316239317,167.0,234.0,2258.4,2090.9,980.0,192.0,24.0,73.0,193.0,27.0,227.0,101.0,12.0,262.0,2.04,8.3,1630.0,360.0,4.427188724,55.83517551,2023-11,1,OB,2023.0,7.0,2023.0,11.0
63536,2023-12-01,2023,12,Winter,0,7.2,7.2,7.2,2.248599564173221,8.9,8.7,9.72,8.266666666666667,8.946666666666667,-1.7000000000000002,858.2,12.26,75.0,70.0,3490.4,2202.3333333333335,980.0,192.0,24.0,73.0,193.0,27.0,227.0,101.0,12.0,262.0,2.04,8.3,1630.0,360.0,4.427188724,55.83517551,2023-12,1,OB,2023.0,7.0,2023.0,12.0
63537,2017-01-01,2017,1,Winter,0,6.2,6.2,6.2,2.248599564173221,6.2,6.2,6.2,6.2,6.2,0.14999999999999947,46.5,6.642857142857143,13.0,7.0,46.5,46.5,2752.0,316.0,140.8,181.764,552.0,22.0,1205.0,68.0,0.0,366.0,0.06,8.2,4600.0,1100.0,7.242187,51.57269,2017-01,1,OB,2017.0,1.0,2017.0,1.0
63537,2017-02-01,2017,2,Winter,0,6.35,6.35,6.35,2.248599564173221,6.2,6.2,6.2,6.275,6.275,0.14999999999999947,46.5,6.642857142857143,13.0,7.0,46.5,46.5,2752.0,316.0,140.8,181.764,552.0,22.0,1205.0,68.0,0.0,366.0,0.06,8.2,4600.0,1100.0,7.242187,51.57269,2017-02,1,OB,2017.0,1.0,2017.0,1.0
63537,2017-03-01,2017,3,Spring,0,7.05,7.05,7.05,2.248599564173221,6.35,6.2,6.2,6.533333333333334,6.533333333333334,0.7000000000000002,164.4,10.96,47.0,15.0,46.5,105.45,2752.0,316.0,140.8,181.764,552.0,22.0,1205.0,68.0,0.0,366.0,0.06,8.2,4600.0,1100.0,7.242187,51.57269,2017-03,1,OB,2017.0,1.0,2017.0,3.0
63537,2017-04-01,2017,4,Spring,0,7.3,7.3,7.3,2.248599564173221,7.05,6.35,6.2,6.8999999999999995,6.725,0.25,234.2,10.645454545454545,26.0,22.0,164.4,199.3,2752.0,316.0,140.8,181.764,552.0,22.0,1205.0,68.0,0.0,366.0,0.06,8.2,4600.0,1100.0,7.242187,51.57269,2017-04,1,OB,2017.0,1.0,2017.0,4.0
63537,2017-05-01,2017,5,Spring,0,8.05,8.05,8.05,2.248599564173221,7.3,7.05,6.35,7.466666666666666,6.99,0.7500000000000009,408.8,9.506976744186046,32.0,43.0,234.2,269.1333333333333,2752.0,316.0,140.8,181.764,552.0,22.0,1205.0,68.0,0.0,366.0,0.06,8.2,4600.0,1100.0,7.242187,51.57269,2017-05,1,OB,2017.0,1.0,2017.0,5.0
63537,2017-06-01,2017,6,Summer,1,8.15,8.15,8.15,2.248599564173221,8.05,7.3,7.05,7.833333333333333,7.183333333333334,0.09999999999999964,105.6,11.733333333333333,35.0,9.0,408.8,249.53333333333333,2752.0,316.0,140.8,181.764,552.0,22.0,1205.0,68.0,0.0,366.0,0.06,8.2,4600.0,1100.0,7.242187,51.57269,2017-06,1,OB,2017.0,1.0,2017.0,6.0
