Well No,District,Tahsil / Taluk,Village,Latitude_decimal,Longitude_decimal,Latitude,Longitude,Date_standardized,Year,Month,Season,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,ALK-TOT,HAR_Total,SAR,HAR_Ca,RSC,Na%,TDS_Class,pH_Class,Total_Cations,Total_Anions,Ionic_Balance_Error
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2003-07-30,2003,7,Monsoon,1166.0,39.0,68.0,89.91,189.0,26.0,312.0,144.0,24.0,280.6,0.68,8.3,1980.0,270.0,540.0,3.539077,170.0,0.0,41.77769,Brackish,Neutral,372.90999999999997,760.6,34.202609593210475
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2004-07-08,2004,7,Monsoon,2103.0,49.0,136.0,63.18,552.0,2.0,666.0,211.0,0.0,512.4,0.68,7.9,3540.0,420.0,600.0,9.808015,340.0,0.0,66.60773,Saline,Neutral,753.1800000000001,1389.4,29.694107104518853
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2005-01-18,2005,1,Winter,759.0,25.0,80.0,51.03,83.0,59.0,160.0,41.0,0.0,347.7,0.56,8.0,1190.0,285.0,410.0,1.783918,200.0,0.0,27.12293,Brackish,Neutral,273.03,548.7,33.54751560731628
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2005-07-12,2005,7,Monsoon,395.0,11.0,26.0,41.31,58.0,2.0,28.0,48.0,2.747708,232.1893,0.59,8.1,600.0,235.0,235.0,1.646285,65.0,0.0,34.69827,Fresh,Neutral,127.31,310.937008,41.9003449305922
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2006-01-14,2006,1,Winter,605.0,19.0,58.0,34.02,104.0,16.0,89.0,15.0,0.0,408.7,0.56,7.7,1020.0,335.0,285.0,2.681065,145.0,1.005197,42.56884,Brackish,Neutral,212.02,512.7,41.489126835191534
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2006-07-11,2006,7,Monsoon,1148.0,63.0,92.0,99.63,138.0,29.0,305.0,31.0,0.0,347.7,0.53,7.5,1940.0,285.0,640.0,2.373726,230.0,0.0,30.72935,Brackish,Neutral,358.63,683.7,31.18686020741992
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2007-01-05,2007,1,Winter,471.0,17.0,30.0,32.805,81.0,22.0,67.0,10.0,1.172149,248.8028,0.52,7.7,790.0,250.0,210.0,2.432294,75.0,0.0,42.53867,Fresh,Neutral,165.805,326.974949,32.70627169937874
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2007-07-06,2007,7,Monsoon,561.0,11.0,44.0,36.45,87.0,34.0,92.0,48.0,0.0,341.6,0.36,8.1,950.0,280.0,260.0,2.347997,110.0,0.4040549,38.42266,Brackish,Neutral,201.45,481.6,41.014567015591844
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2008-01-08,2008,1,Winter,391.0,14.0,10.0,61.965,99.0,24.0,124.0,72.0,2.630753,222.3063,0.52,8.1,750.0,225.0,280.0,2.57394,25.0,0.0,40.94141,Fresh,Neutral,194.965,420.937053,36.68960866412309
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2008-07-17,2008,7,Monsoon,623.0,4.0,28.0,51.03,124.0,12.0,174.0,58.0,0.0,317.2,1.4,7.2,1110.0,260.0,280.0,3.224363,70.0,0.0,47.74409,Brackish,Neutral,215.03,549.2,43.72636509951194
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2009-07-15,2009,7,Monsoon,623.0,14.0,52.0,29.16,124.0,25.0,103.0,24.0,12.0,384.3,0.47,8.5,1080.0,335.0,250.0,3.413125,130.0,1.704598,48.9105,Brackish,Neutral,230.16,523.3,38.90584768932658
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2010-01-29,2010,1,Winter,124.0,4.0,18.0,7.29,10.0,8.0,21.0,10.0,0.9186724,48.98156,0.42,8.3,210.0,50.0,75.0,0.5025731,45.0,0.0,20.34728,Fresh,Neutral,43.29,80.90023240000001,30.28437234811069
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2010-07-20,2010,7,Monsoon,444.0,6.0,34.0,18.225,104.0,11.0,67.0,48.0,6.346245,213.4956,1.42,8.5,770.0,220.0,160.0,3.57831,85.0,0.5145434,56.53583,Fresh,Neutral,167.225,334.841845,33.38536425363838
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2011-01-16,2011,1,Winter,602.0,17.0,10.0,53.46,113.0,24.0,188.0,44.0,0.0,183.0,0.77,8.0,1060.0,150.0,245.0,3.140815,25.0,0.0,47.13844,Brackish,Neutral,200.46,415.0,34.858479836220056
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2011-07-08,2011,7,Monsoon,984.0,15.0,20.0,82.62,202.0,39.0,411.0,28.0,0.0,268.4,1.1,8.2,1760.0,220.0,390.0,4.45016,50.0,0.0,49.97814,Brackish,Neutral,343.62,707.4,34.612091111491694
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2012-01-03,2012,1,Winter,2292.0,22.0,128.0,165.24,460.0,22.0,1149.0,232.0,0.0,73.2,1.2,8.2,3990.0,60.0,1000.0,6.329725,320.0,0.0,49.33565,Saline,Neutral,775.24,1454.2,30.45428448399598
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2012-07-18,2012,7,Monsoon,370.0,7.0,38.0,12.0,85.0,15.0,96.0,15.0,12.0,128.0,0.02,8.4,590.0,125.0,145.0,3.07902,95.0,0.0,53.08549,Fresh,Neutral,150.0,251.0,25.187032418952622
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2013-01-02,2013,1,Winter,815.0,4.0,24.0,47.0,166.0,38.0,199.0,214.0,6.0,207.0,1.02,8.3,1320.0,180.0,255.0,4.537199,60.0,0.0,54.46321,Brackish,Neutral,275.0,626.0,38.95671476137625
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2014-01-03,2014,1,Winter,468.0,11.0,38.0,34.0,60.0,39.0,110.0,10.0,12.0,232.0,0.4,8.4,770.0,210.0,235.0,1.703536,95.0,0.0,31.43828,Fresh,Neutral,171.0,364.0,36.074766355140184
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2014-07-09,2014,7,Monsoon,563.0,12.0,24.0,36.0,127.0,2.0,142.0,72.0,0.0,214.0,0.98,8.0,920.0,175.0,210.0,3.8303,60.0,0.0,56.7432,Brackish,Neutral,189.0,428.0,38.73581847649919
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2015-01-06,2015,1,Winter,1023.0,41.0,52.0,85.0,156.0,47.0,291.0,82.0,0.0,256.0,1.1,8.2,1770.0,210.0,480.0,3.098889,130.0,0.0,38.60459,Brackish,Neutral,340.0,629.0,29.82456140350877
HP2CBE20,Tirupur,Tirupur,Neruperichal,11.15,77.3875,"11°09'00""","77°23'15""",2015-07-01,2015,7,Monsoon,415.0,11.0,12.0,24.0,0.0,98.0,78.0,52.0,12.0,177.0,0.02,8.4,730.0,165.0,130.0,0.0,30.0,0.7274944,0.0,Fresh,Neutral,134.0,319.0,40.83885209713024
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2002-07-15,2002,7,Monsoon,266.0,3.0,24.0,25.515,21.0,29.0,18.0,19.0,3.496098,186.4041,1.1,8.3,490.0,190.0,165.0,0.7114107,60.0,0.0,18.44434,Fresh,Neutral,99.515,226.900198,39.025510693285796
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2003-07-23,2003,7,Monsoon,727.0,12.0,16.0,121.5,83.0,20.0,170.0,10.0,0.0,176.9,3.1,7.6,1400.0,145.0,540.0,1.553882,40.0,0.0,24.20053,Brackish,Neutral,240.5,356.9,19.484432541011046
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2004-07-17,2004,7,Monsoon,1586.0,45.0,48.0,165.24,253.0,10.0,624.0,113.0,24.0,298.9,1.6,8.5,2600.0,285.0,800.0,3.891707,120.0,0.0,40.38,Saline,Neutral,476.24,1059.9,37.99523480932728
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2005-01-10,2005,1,Winter,1047.0,55.0,152.0,29.16,110.0,66.0,248.0,91.0,0.0,213.5,1.48,8.2,1580.0,175.0,500.0,2.141393,380.0,0.0,29.07259,Brackish,Neutral,357.15999999999997,552.5,21.473957302728497
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2005-07-20,2005,7,Monsoon,1157.0,46.0,48.0,97.2,202.0,13.0,355.0,122.0,0.0,231.8,1.6,8.2,2080.0,190.0,520.0,3.854286,120.0,0.0,45.02944,Brackish,Neutral,360.2,708.8,32.60991580916745
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2006-01-04,2006,1,Winter,257.0,2.0,40.0,19.44,28.0,10.0,28.0,20.0,0.633729,169.3464,1.48,7.6,460.0,170.0,180.0,0.9083126,100.0,0.0,24.02433,Fresh,Neutral,97.44,217.98012899999998,38.21573765192392
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2006-07-25,2006,7,Monsoon,806.0,21.0,34.0,35.235,156.0,63.0,163.0,134.0,0.0,256.2,2.2,8.1,1260.0,210.0,230.0,4.476163,85.0,0.0,52.2247,Brackish,Neutral,288.235,553.2,31.48965754930565
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2007-01-04,2007,1,Winter,2617.0,43.0,40.0,63.18,823.0,31.0,666.0,346.0,0.0,915.0,1.0,8.6,4380.0,750.0,360.0,18.87383,100.0,7.802896,81.7569,Saline,Alkaline,957.1800000000001,1927.0,33.62550187574978
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2007-07-12,2007,7,Monsoon,2754.0,25.0,72.0,72.9,833.0,31.0,666.0,422.0,0.0,1091.9,1.1,7.2,4520.0,895.0,480.0,16.54519,180.0,8.305715,77.72373,Saline,Neutral,1008.9,2179.9,36.72227797290517
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2008-01-07,2008,1,Winter,2943.0,49.0,64.0,43.74,906.0,39.0,780.0,624.0,0.0,536.8,1.2,8.0,4610.0,440.0,340.0,21.38312,160.0,2.005655,83.49414,Saline,Neutral,1052.74,1940.8,29.665880529406653
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2008-07-01,2008,7,Monsoon,505.0,4.0,18.0,37.665,104.0,27.0,110.0,19.0,0.0,341.6,0.52,7.2,820.0,280.0,200.0,3.199709,45.0,1.60161,49.10726,Brackish,Neutral,186.665,470.6,43.199470533194386
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2009-01-02,2009,1,Winter,4705.0,47.6438,100.0,61.0,1242.0,43.0,1099.0,768.0,0.0,915.0,1.62,7.4,6080.0,750.0,500.0,24.1481,250.0,4.987972,82.94303,Saline,Neutral,1446.0,2782.0,31.598864711447494
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2009-07-10,2009,7,Monsoon,4351.0,67.0,100.0,85.05,1265.0,166.0,1347.0,550.0,36.0,1006.5,1.58,8.5,7030.0,885.0,600.0,22.47385,250.0,5.708758,77.21727,Saline,Neutral,1616.05,2939.5,29.051376891923038
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2010-01-06,2010,1,Winter,6788.0,37.0,200.0,400.95,1610.0,176.0,2446.0,998.0,0.0,1586.0,1.48,7.9,11030.0,1300.0,2150.0,15.10781,500.0,0.0,59.59746,Highly Saline,Neutral,2386.95,5030.0,35.63526786617141
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2011-07-11,2011,7,Monsoon,7118.0,48.0,100.0,206.55,2208.0,72.0,2836.0,888.0,60.0,1067.5,0.99,9.0,11210.0,975.0,1100.0,28.96648,250.0,0.0,80.12154,Highly Saline,Alkaline,2586.55,4851.5,30.450857415586068
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2012-01-06,2012,1,Winter,490.0,3.0,40.0,35.235,78.0,18.0,103.0,106.0,2.347524,157.5732,1.8,8.2,860.0,160.0,245.0,2.168558,100.0,0.0,38.78029,Fresh,Neutral,171.235,368.92072400000006,36.597913382474864
HP2E28,Tirupur,Dharapuram,Orathupalayam,10.865278,77.766667,"10°51'55""","77°46'00""",2012-07-10,2012,7,Monsoon,2245.0,102.0,64.0,195.0,345.0,80.0,496.0,410.0,0.0,403.0,0.96,8.0,3570.0,330.0,960.0,4.838338,160.0,0.0,41.34886,Saline,Neutral,684.0,1309.0,31.359759157049673
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1987-01-01,1987,1,Winter,439.0,14.0,32.0,33.0,74.0,15.0,78.0,29.0,24.0,183.0,0.84,8.3,800.0,225.0,215.0,2.192044,105.0,0.0,40.66772,Fresh,Neutral,154.0,314.0,34.18803418803419
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1987-07-01,1987,7,Monsoon,693.0,1.0,48.0,111.0,85.0,13.0,209.0,48.0,54.0,238.0,0.84,7.6,1350.0,225.0,575.0,1.539912,105.0,0.0,23.7628,Brackish,Neutral,257.0,549.0,36.22828784119106
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1988-01-01,1988,1,Winter,965.0,16.0,36.0,35.0,71.0,16.0,560.0,24.0,72.0,159.0,0.84,8.8,830.0,225.0,235.0,2.019624,105.0,0.3295633,37.78137,Brackish,Alkaline,158.0,815.0,67.52312435765673
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1988-07-01,1988,7,Monsoon,738.0,20.0,60.0,64.0,83.0,21.0,124.0,192.0,0.0,214.0,0.84,8.0,1260.0,225.0,415.0,1.776434,105.0,0.0,29.09624,Brackish,Neutral,228.0,530.0,39.84168865435356
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1989-01-01,1989,1,Winter,645.0,46.0,40.0,37.0,131.0,0.0,114.0,49.0,18.0,102.0,0.84,8.3,1100.0,225.0,250.0,3.589213,105.0,0.0,53.06048,Brackish,Neutral,208.0,283.0,15.274949083503056
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1989-07-01,1989,7,Monsoon,431.0,4.0,10.0,90.0,48.0,12.0,107.0,14.0,24.0,214.0,0.84,8.4,1020.0,225.0,395.0,1.0502,105.0,0.0,20.27122,Fresh,Neutral,160.0,359.0,38.34296724470135
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1991-01-01,1991,1,Winter,381.0,23.0,30.0,24.0,81.0,2.0,92.0,24.0,42.0,171.0,0.84,8.3,700.0,225.0,175.0,2.674061,105.0,0.7308534,50.00064,Fresh,Neutral,137.0,329.0,41.201716738197426
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1991-07-01,1991,7,Monsoon,442.0,23.0,30.0,30.0,90.0,20.0,124.0,14.0,12.0,244.0,0.84,8.5,840.0,225.0,200.0,2.780083,105.0,0.4336922,46.64842,Fresh,Neutral,170.0,394.0,39.71631205673759
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1992-01-01,1992,1,Winter,629.0,41.0,36.0,49.0,127.0,0.0,117.0,38.0,18.0,128.0,0.84,8.5,1130.0,225.0,290.0,3.235925,105.0,0.0,48.65897,Brackish,Neutral,212.0,301.0,17.348927875243664
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1992-07-01,1992,7,Monsoon,597.0,6.0,20.0,66.0,99.0,23.0,170.0,48.0,12.0,268.0,0.84,8.2,1130.0,225.0,320.0,2.40182,105.0,0.0,38.02904,Brackish,Neutral,208.0,498.0,41.07648725212464
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1995-01-01,1995,1,Winter,431.0,8.0,24.0,27.0,92.0,20.0,74.0,29.0,36.0,183.0,0.84,8.2,790.0,225.0,170.0,3.060462,105.0,0.7801173,50.44596,Fresh,Neutral,163.0,322.0,32.78350515463917
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1995-07-01,1995,7,Monsoon,2149.0,35.0,160.0,268.0,276.0,27.0,780.0,312.0,12.0,317.0,0.84,8.4,4040.0,225.0,1500.0,3.097805,105.0,0.0,28.09328,Saline,Neutral,731.0,1421.0,32.06319702602231
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1997-02-01,1997,2,Winter,435.0,23.0,22.0,24.0,90.0,0.0,67.0,0.0,6.0,189.0,0.84,8.3,680.0,225.0,155.0,3.158305,105.0,0.2251381,56.0247,Fresh,Neutral,136.0,262.0,31.65829145728643
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1997-08-01,1997,8,Monsoon,730.0,17.0,40.0,32.0,161.0,20.0,160.0,48.0,6.0,378.0,0.84,8.3,1150.0,225.0,230.0,4.60302,105.0,1.766498,57.66698,Brackish,Neutral,253.0,592.0,40.11834319526627
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1998-07-01,1998,7,Monsoon,511.0,14.0,24.0,33.0,101.0,16.0,128.0,43.0,18.0,171.0,0.84,8.6,860.0,225.0,175.0,3.140757,105.0,0.0,50.40624,Brackish,Alkaline,174.0,360.0,34.831460674157306
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1999-01-01,1999,1,Winter,439.0,14.0,30.0,22.0,87.0,16.0,99.0,10.0,24.0,177.0,0.84,8.5,720.0,225.0,165.0,2.942729,105.0,0.3937764,50.45047,Fresh,Neutral,155.0,310.0,33.33333333333333
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",1999-07-01,1999,7,Monsoon,663.0,17.0,78.0,28.0,113.0,20.0,117.0,72.0,48.0,226.0,0.84,8.4,1070.0,225.0,310.0,2.792412,105.0,0.0,42.28727,Brackish,Neutral,239.0,463.0,31.908831908831907
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2000-07-23,2000,7,Monsoon,1801.0,27.0,96.0,81.6,403.0,125.0,638.0,16.0,0.0,320.25,1.5,8.0,3100.0,525.0,580.0,2.883882,240.0,0.0,39.92708,Saline,Neutral,705.6,974.25,15.992499330297347
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2001-07-21,2001,7,Monsoon,759.3,27.0,40.0,44.3475,127.0,25.0,149.0,50.0,6.0,216.8,1.23,8.0,1140.0,265.0,335.0,2.883882,60.0,0.0,89.62597,Brackish,Neutral,236.3475,421.8,28.177954030061652
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2002-07-10,2002,7,Monsoon,651.0,21.0,26.0,38.88,138.0,25.0,110.0,52.0,0.0,335.5,1.1,8.2,1110.0,275.0,225.0,4.003164,65.0,1.002402,53.88893,Brackish,Neutral,227.88,497.5,37.169483581019605
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2005-01-11,2005,1,Winter,1061.0,16.0,68.0,102.06,133.0,38.0,269.0,240.0,0.0,280.6,0.84,7.9,1830.0,230.0,590.0,2.382544,170.0,0.0,31.18876,Brackish,Neutral,341.06,789.6,39.67063485044133
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2005-07-02,2005,7,Monsoon,1260.0,31.0,80.0,82.62,212.0,35.0,213.0,341.0,6.0,305.0,0.25,8.3,1920.0,260.0,540.0,3.969945,200.0,0.0,44.10572,Brackish,Neutral,409.62,865.0,35.72672639688692
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2006-01-16,2006,1,Winter,974.0,50.0,96.0,48.6,156.0,28.0,199.0,48.0,0.0,353.8,0.84,7.5,1580.0,290.0,440.0,3.236742,240.0,0.0,41.65042,Brackish,Neutral,328.6,600.8,29.2877125026899
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2006-07-19,2006,7,Monsoon,1098.0,44.0,96.0,80.19,129.0,40.0,262.0,168.0,0.0,256.2,0.67,7.9,1790.0,210.0,570.0,2.351345,240.0,0.0,31.1321,Brackish,Neutral,345.19,686.2,33.06314779084536
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2007-01-28,2007,1,Winter,644.0,7.0,34.0,25.515,150.0,22.0,53.0,154.0,0.0,347.7,0.6,7.8,740.0,285.0,190.0,4.735744,85.0,1.902909,59.94888,Brackish,Neutral,231.515,554.7,41.106440350285865
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2007-07-03,2007,7,Monsoon,905.0,25.0,44.0,18.225,230.0,39.0,89.0,173.0,0.0,402.6,0.18,7.5,1430.0,330.0,185.0,7.359866,110.0,2.903615,68.06924,Brackish,Neutral,331.225,664.6,33.47726759219742
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2008-01-11,2008,1,Winter,904.0,42.0,64.0,48.6,150.0,43.0,220.0,24.0,0.0,335.5,0.55,7.8,1470.0,275.0,360.0,3.44043,160.0,0.0,44.03319,Brackish,Neutral,305.6,579.5,30.94565585809513
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2008-07-11,2008,7,Monsoon,750.0,42.0,46.0,72.9,74.0,25.0,106.0,96.0,0.0,286.7,0.99,8.2,1210.0,235.0,415.0,1.580589,115.0,0.0,26.48659,Brackish,Neutral,217.9,488.7,38.32437022360599
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2009-01-29,2009,1,Winter,1476.0,27.9992,52.0,66.0,83.0,176.0,262.0,221.0,0.0,134.0,1.25,7.7,1600.0,110.0,400.0,1.802216,130.0,0.0,22.37165,Brackish,Neutral,377.0,617.0,24.14486921529175
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2009-07-10,2009,7,Monsoon,810.0,35.0,44.0,46.17,147.0,33.0,220.0,67.0,12.0,170.8,0.69,8.4,1330.0,160.0,300.0,3.693183,110.0,0.0,48.31888,Brackish,Neutral,270.17,469.8,26.978120734624373
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2010-01-07,2010,1,Winter,950.0,45.0,48.0,53.46,170.0,39.0,248.0,120.0,0.0,146.4,1.25,8.0,1480.0,120.0,340.0,4.011886,120.0,0.0,48.69146,Brackish,Neutral,310.46000000000004,514.4,24.724195621075083
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2011-01-20,2011,1,Winter,842.0,37.0,54.0,40.095,161.0,27.0,195.0,106.0,18.0,152.5,1.47,8.5,1360.0,155.0,300.0,4.0452,135.0,0.0,51.16285,Brackish,Neutral,282.095,471.5,25.13352662902487
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2011-07-04,2011,7,Monsoon,898.0,39.0,26.0,42.525,196.0,36.0,177.0,136.0,0.0,219.6,1.18,8.0,1380.0,180.0,240.0,5.505026,65.0,0.0,59.85723,Brackish,Neutral,300.525,532.6,27.855963990997758
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2012-01-07,2012,1,Winter,411.0,12.0,28.0,49.815,35.0,18.0,67.0,41.0,3.588149,191.3121,0.21,8.3,740.0,195.0,275.0,0.9183425,70.0,0.0,20.35505,Fresh,Neutral,130.815,302.900249,39.67701144858754
63821,Tirupur,Madathukulam,Palappampatty,10.577222,77.302222,"10°34'38""","77°18'08""",2012-07-19,2012,7,Monsoon,94.0,0.0,14.0,9.0,6.0,6.0,21.0,0.0,0.0,73.0,0.16,8.2,180.0,60.0,70.0,0.3076531,35.0,0.0,14.07911,Fresh,Neutral,35.0,94.0,45.73643410852713
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1987-01-01,1987,1,Winter,1074.0,21.0,160.0,282.0,207.0,0.0,156.0,139.0,0.0,73.0,1.1,8.2,4270.0,225.0,1560.0,2.280042,105.0,0.0,22.40138,Brackish,Neutral,649.0,368.0,27.630285152409044
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1987-01-01,1987,1,Winter,901.0,25.0,36.0,50.0,212.0,10.0,308.0,26.0,0.0,293.0,1.1,7.7,1500.0,225.0,295.0,5.363971,105.0,0.0,59.92561,Brackish,Neutral,308.0,627.0,34.11764705882353
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1987-07-01,1987,7,Monsoon,301.0,11.0,20.0,22.0,64.0,8.0,50.0,30.0,30.0,153.0,1.1,8.6,590.0,225.0,140.0,2.349243,105.0,0.6994371,48.02308,Fresh,Alkaline,114.0,263.0,39.52254641909814
63812,Tirupur,Udumalaipettai,Pallapalayam,10.520833,77.216667,"10°31'15""","77°13'00""",1987-07-01,1987,7,Monsoon,1078.0,62.0,84.0,63.0,189.0,10.0,312.0,29.0,0.0,232.0,1.1,8.6,1850.0,225.0,470.0,3.796901,105.0,0.0,46.0486,Brackish,Alkaline,346.0,573.0,24.70076169749728
63516,Tirupur,Dharapuram,Pallapalayam,10.797222,77.544444,"10°47'50""","77°32'40""",1988-01-01,1988,1,Winter,4414.0,54.0,528.0,521.0,230.0,86.0,2503.0,259.0,0.0,92.0,1.1,7.9,8160.0,225.0,3460.0,1.700538,105.0,0.0,12.28657,Saline,Neutral,1365.0,2854.0,35.292723394169236
